"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q9W3C3-1","unreviewed","Dmel\CG2004","","Q9W3C3-1"
"Q9W3C2-1","reviewed","","Q9W3C2-1",""
"Q9W3C1-1","reviewed","l(1)G0020","Q9W3C1-1","X2JD07-1"
"Q9W3C0-1","reviewed","","Q9W3C0-1",""
"P84051-1","reviewed","His2A:CG33850","P84051-1",""
"Q9W3C9-1","unreviewed","Rubicon","","Q9W3C9-1"
"Q9W3C8-1","unreviewed","CAH3","","Q9W3C8-1"
"Q9VZ12-1","unreviewed","Dmel\CG15198","","Q9VZ12-1"
"Q9VZ17-1","unreviewed","Dmel\CG15200","","Q9VZ17-1"
"Q9VZ15-1","unreviewed","BcDNA:AT24116","","Q9VZ15-1"
"Q9VZ19-1","unreviewed","Antdh","","Q9VZ19-1"
"Q9VZ18-1","unreviewed","anon-WO0140519.177","","Q9VZ18-1"
"Q95TY2-1","unreviewed","Sobp","","Q95TY2-1"
"Q9XZ19-1","unreviewed","Dmel\CG3909","","Q9XZ19-1"
"Q9XZ15-1","unreviewed","Osi6","","Q9XZ15-1"
"Q9XZ14-1","reviewed","goe","Q9XZ14-1","X2JFT2-1"
"Q9XZ16-1","reviewed","Ublcp1","Q9XZ16-1",""
"Q9XZ11-1","unreviewed","Dmel\CG7139","","Q9XZ11-1"
"Q9XZ10-1","unreviewed","Vha100-1","","Q8IML4-1"
"Q9XZ10-1","unreviewed","Vha100-1","","Q8IML3-1"
"Q9XZ10-1","unreviewed","Vha100-1","","Q6NLA3-1"
"Q9XZ10-1","unreviewed","Vha100-1","","Q8IML5-1"
"Q9XZ10-1","unreviewed","Vha100-1","","Q9XZ10-1"
"Q9XZ12-1","unreviewed","Dmel\CG7600","","Q9XZ12-1"
"Q9VTD7-1","unreviewed","Dmel\CG7888","","Q7YTZ0-1"
"Q9VTD7-1","unreviewed","Dmel\CG7888","","Q9VTD7-1"
"Q9VKX7-1","reviewed","gny","Q9VKX7-1","M9PB91-1"
"Q9VTD5-1","unreviewed","CG11806","","Q9VTD5-1"
"P25157-1","reviewed","cta","P25157-1","M9PDM5-1"
"P25159-1","reviewed","stau","P25159-1","E1JGK6-1"
"P25159-1","reviewed","stau","P25159-2",""
"P25158-1","reviewed","osk","P25158-1",""
"P25158-1","reviewed","osk","P25158-2",""
"Q9VKX8-1","unreviewed","dpr19","","Q9VKX8-1"
"Q9VTD9-1","unreviewed","Dmel\CG6321","","Q9VTD9-1"
"Q9VAL2-1","unreviewed","Dmel\CG2321","","Q9VAL2-1"
"Q9VAL1-1","unreviewed","Dmel\CG2006","","Q9VAL1-1"
"Q9VAL0-1","reviewed","Spase12","Q9VAL0-1",""
"Q9VAL7-1","unreviewed","Cnx99A","","Q0KHZ9-1"
"Q9VAL7-1","unreviewed","Cnx99A","","Q9VAL7-1"
"Q8SZ72-1","unreviewed","Dmel\CG8646","","Q8SZ72-1"
"A1ZA34-1","unreviewed","Dmel\CG30091","","A1ZA34-1"
"A1ZA38-1","unreviewed","Dmel\CG30088","","A1ZA38-1"
"A1ZA39-1","unreviewed","Dmel\CG30087","","A1ZA39-1"
"Q9VUB9-1","unreviewed","06","","Q9VUB9-1"
"Q9VBB3-1","reviewed","IntS12","Q9VBB3-1",""
"Q9VZH5-1","unreviewed","SP18","","M9PHC2-1"
"Q9VZH5-1","unreviewed","SP18","","Q9VZH5-1"
"Q9VUB1-1","unreviewed","Dmel\CG9040","","Q9VUB1-1"
"Q9VUB5-1","unreviewed","upSET","","Q9VUB5-1"
"A0A0B4KEY2-1","unreviewed","Dmel\CG43659","","A0A0B4KEY2-1"
"Q9VUB7-1","unreviewed","Ptip","","Q9VUB7-1"
"Q9VQT7-1","unreviewed","Dmel\CG16713","","Q9VQT7-1"
"Q9VZH1-1","reviewed","","Q9VZH1-1",""
"A9UN61-1","unreviewed","Dmel\CG13114","","A9UN61-1"
"A1Z920-1","unreviewed","fra","","A0A0B4LEX6-1"
"A1Z920-1","unreviewed","fra","","A1Z920-1"
"A1Z920-1","unreviewed","fra","","A1Z921-1"
"A1Z923-1","unreviewed","Dmel\CG30056","","A1Z923-1"
"A1Z922-1","unreviewed","Dmel\CG33752","","A1Z922-1"
"A1Z924-1","unreviewed","BP1034","","A1Z924-1"
"M9PF79-1","unreviewed","simj","","M9PET3-1"
"M9PF79-1","unreviewed","simj","","M9PF79-1"
"M9PF79-1","unreviewed","simj","","Q0E8G1-1"
"M9PF79-1","unreviewed","simj","","Q960V1-1"
"M9PF78-1","unreviewed","Scgalpha","","M9PF78-1"
"M9PF78-1","unreviewed","Scgalpha","","Q9VLQ0-1"
"M9PF78-1","unreviewed","Scgalpha","","M9PCJ9-1"
"M9PF73-1","unreviewed","CG6947","","M9PF73-1"
"M9PF73-1","unreviewed","CG6947","","Q9VTR8-1"
"Q24306-1","reviewed","Diap1","Q24306-1","M9PI74-1"
"Q24307-1","reviewed","Diap2","Q24307-1",""
"M9MSM0-1","unreviewed","Dmel\CG42833","","M9MSM0-1"
"M9MSM5-1","unreviewed","DAAM","","M9MSM5-1"
"M9MSM5-1","unreviewed","DAAM","","Q8IRY0-1"
"M9MSM5-1","unreviewed","DAAM","","Q7YZA4-1"
"X2JBL3-1","unreviewed","Dmel\CG44437","","X2JBL3-1"
"Q8T4I5-1","unreviewed","BcDNA:AT04449","","Q8T4I5-1"
"Q8T4I0-1","unreviewed","BcDNA:AT07524","","Q8T4I0-1"
"P82891-1","reviewed","primo-2","P82891-1",""
"P82890-1","reviewed","primo-1","P82890-1",""
"O62589-1","reviewed","gd","O62589-1",""
"O62589-1","reviewed","gd","O62589-2",""
"O62589-1","reviewed","gd","O62589-3",""
"Q9VX34-1","unreviewed","cg5800","","Q9VX34-1"
"M9MRQ3-1","unreviewed","Dmel\CG42659","","M9MRQ3-1"
"Q8IQL2-1","unreviewed","saturn","","Q8IQL2-1"
"Q9VTS9-1","unreviewed","rols","","Q9VTS6-1"
"Q9VTS9-1","unreviewed","rols","","M9PF75-1"
"Q9VTS9-1","unreviewed","rols","","Q9VTS9-1"
"Q9VTS9-1","unreviewed","rols","","M9PFC6-1"
"Q9VTS9-1","unreviewed","rols","","M9PI28-1"
"Q9VTS9-1","unreviewed","rols","","M9PC91-1"
"Q9VTS9-1","unreviewed","rols","","Q9VTS8-1"
"Q9VKA5-1","reviewed","Gr33a","Q9VKA5-1",""
"Q9VS75-1","unreviewed","Dmel\CG8543","","Q9VS75-1"
"Q9VS76-1","unreviewed","Dmel\CG8541","","Q9VS76-1"
"Q9VS77-1","reviewed","mthl6","Q9VS77-1",""
"Q9VS70-1","unreviewed","Dmel\CG14835","","Q9VS70-1"
"Q9VS71-1","unreviewed","sphinx2","","Q9VS71-1"
"Q9VS73-1","unreviewed","ppk26","","Q9VS73-1"
"Q9VS78-1","reviewed","Cyp316a1","Q9VS78-1",""
"Q9VS79-1","reviewed","Cyp4d8","Q9VS79-1",""
"Q9VG58-1","reviewed","Hsp70Bbb","Q9VG58-1",""
"Q9VG59-1","unreviewed","Dmel\CG5608","","Q9VG59-1"
"Q8MQV5-1","unreviewed","BcDNA:SD21019","","Q8MQV5-1"
"Q95RQ7-1","unreviewed","Dmel\CG17490","","Q95RQ7-1"
"Q95RQ4-1","reviewed","Snp","Q95RQ4-1",""
"Q95RQ4-1","reviewed","Snp","Q95RQ4-2",""
"Q9VG55-1","reviewed","Hug","Q9VG55-1",""
"Q9VG50-1","unreviewed","CG12294","","Q9VG50-1"
"Q9VG51-1","unreviewed","Snx3","","Q9VG51-1"
"A1Z9T0-1","unreviewed","Dmel\CG12862","","A1Z9T0-1"
"Q8IRB2-1","unreviewed","Dmel\CG32249","","Q8IRB2-1"
"Q8IRB3-1","unreviewed","Dmel\CG32241","","Q8IRB3-1"
"Q8IRB1-1","unreviewed","Dmel\CG32248","","Q8IRB1-1"
"Q8IRB5-1","reviewed","Claspin","Q8IRB5-1",""
"Q8IRB8-1","unreviewed","BcDNA:GH24648","","M9PE97-1"
"Q8IRB8-1","unreviewed","BcDNA:GH24648","","Q8IRB8-1"
"A1Z6D6-1","unreviewed","Ir41a","","A1Z6D6-1"
"Q9W3X6-1","unreviewed","Fum1","","Q9W3X6-1"
"Q9W3X6-1","unreviewed","Fum1","","Q8IRQ5-1"
"Q9W3X7-1","unreviewed","ND-ASHI","","Q9W3X7-1"
"Q9W3X5-1","unreviewed","Fum2","","Q9W3X5-1"
"Q9W3X2-1","unreviewed","Dmel\CG14442","","G2J613-1"
"Q9W3X2-1","unreviewed","Dmel\CG14442","","Q7YU88-1"
"Q9W3X2-1","unreviewed","Dmel\CG14442","","Q9W3X2-1"
"Q9W3X2-1","unreviewed","Dmel\CG14442","","X2JAP1-1"
"Q9W3X2-1","unreviewed","Dmel\CG14442","","X2JIP7-1"
"Q9W3X3-1","unreviewed","Dmel\CG3184","","Q9W3X3-1"
"Q9W3X0-1","unreviewed","Dmel\CG14441","","Q9W3X0-1"
"Q9W3X1-1","unreviewed","Dmel\CG14440","","Q9W3X1-1"
"Q9W3X8-1","unreviewed","Dmel\CG3198","","Q9W3X8-1"
"Q8IQJ4-1","unreviewed","Dmel\CG10725","","Q8IQJ4-1"
"Q5BIB8-1","unreviewed","CG17443","","E8Z4Z5-1"
"Q5BIB8-1","unreviewed","CG17443","","E8Z4Z6-1"
"Q5BIB8-1","unreviewed","CG17443","","A8QHX1-1"
"Q5BIB8-1","unreviewed","CG17443","","Q5BIB8-1"
"Q86B80-1","unreviewed","Dmel\CG7029","","A0A0B4KGL8-1"
"Q86B80-1","unreviewed","Dmel\CG7029","","A0A0B4KH73-1"
"Q86B80-1","unreviewed","Dmel\CG7029","","A0A0B4KHX6-1"
"Q86B80-1","unreviewed","Dmel\CG7029","","A8JR84-1"
"Q86B80-1","unreviewed","Dmel\CG7029","","Q86B80-1"
"Q86B83-1","unreviewed","CG5340","","Q86B83-1"
"Q86B82-1","unreviewed","CG5340","","Q86B82-1"
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-1","A0A0B4K6B8-1"
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-10","A0A0B4K7A6-1"
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-11",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-12",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-13",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-14",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-15",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-16",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-17",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-18",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-19",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-2",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-20",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-21",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-22",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-23",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-24",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-25",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-26",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-27",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-28",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-29",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-3",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-30",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-31",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-4",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-5",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-6",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-7",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-8",""
"Q86B87-1","reviewed","mod(mdg4)","Q86B87-9",""
"Q9W4F7-1","unreviewed","Dmel\CG6903","","Q9W4F7-1"
"Q9W4F5-1","unreviewed","Ptp4E","","Q8IRS0-1"
"Q9W4F5-1","unreviewed","Ptp4E","","X2JCK2-1"
"Q9W4F5-1","unreviewed","Ptp4E","","E1JJE4-1"
"Q9W4F5-1","unreviewed","Ptp4E","","Q9W4F5-1"
"Q9W4F3-1","unreviewed","Dmel\CG12680","","Q9W4F3-1"
"Q9W4F9-1","unreviewed","CG6911","","Q9W4F9-1"
"Q9W4F9-1","unreviewed","CG6911","","X2JIB5-1"
"Q9W4F8-1","unreviewed","Dmel\CG4041","","Q9W4F8-1"
"P53624-1","reviewed","alpha-Man-Ia","P53624-1","Q8IRL4-1"
"P53624-1","reviewed","alpha-Man-Ia","P53624-2",""
"Q9V3B8-1","unreviewed","nerfin-1","","Q9V3B8-1"
"Q9V3B6-1","reviewed","c12.1","Q9V3B6-1",""
"Q9V3B5-1","unreviewed","Kua","","Q9V3B5-1"
"Q9V3B4-1","reviewed","Fadd","Q9V3B4-1",""
"Q9V3B1-1","unreviewed","BG:DS02252.1","","Q9V3B1-1"
"Q9W249-1","unreviewed","cg10384","","Q9W249-1"
"Q9W243-1","unreviewed","gas","","Q9W243-1"
"Q9W242-1","unreviewed","Dmel\CG11362","","Q9W242-1"
"Q9W240-1","unreviewed","cg3927","","Q9W240-1"
"Q9W247-1","unreviewed","Dmel\CG4752","","Q9W247-1"
"Q9W246-1","unreviewed","Dmel\CG4554","","Q9W246-1"
"Q9W245-1","unreviewed","Dmel\CG4610","","Q9W245-1"
"Q9W244-1","unreviewed","px","","A0A0B4KGB8-1"
"Q9W244-1","unreviewed","px","","A0A6M3Q8H4-1"
"Q9W244-1","unreviewed","px","","A8DYM2-1"
"Q9W244-1","unreviewed","px","","A0A0B4KFF4-1"
"Q9W244-1","unreviewed","px","","A0A6M3QHJ5-1"
"Q9W244-1","unreviewed","px","","Q9W244-1"
"Q9VHB0-1","reviewed","Son","Q9VHB0-1",""
"Q9VHB1-1","unreviewed","Dmel\CG9399","","A0A0B4KFZ7-1"
"Q9VHB1-1","unreviewed","Dmel\CG9399","","Q9VHB1-1"
"Q9VHB2-1","unreviewed","dMPC2","","Q9VHB2-1"
"Q9VHB3-1","reviewed","","Q9VHB3-1","A0A0B4KFH3-1"
"Q9VHB3-1","reviewed","","Q9VHB3-2",""
"Q9VHB4-1","unreviewed","Dmel\CG16789","","A0A0B4KFL6-1"
"Q9VHB4-1","unreviewed","Dmel\CG16789","","Q9VHB4-1"
"Q9VHB5-1","unreviewed","Vps45","","Q9VHB5-1"
"Q9VHB6-1","reviewed","","Q9VHB6-1","A0A0B4KGL6-1"
"Q9VHB8-1","unreviewed","Dmel\CG8199","","Q9VHB8-1"
"Q9VHB9-1","reviewed","trmt44","Q9VHB9-1",""
"Q9VEN9-1","unreviewed","Patr-1","","Q9VEN9-1"
"Q9VEN6-1","unreviewed","mRpS11","","Q9VEN6-1"
"Q9VEN1-1","reviewed","cher","Q9VEN1-1","A0A0B4JCY6-1"
"Q9VEN1-1","reviewed","cher","Q9VEN1-2","A0A0B4KG47-1"
"Q9VEN1-1","reviewed","cher","","A0A0B4KGB3-1"
"Q9VEN1-1","reviewed","cher","","A0A0B4KGT8-1"
"Q9VEN1-1","reviewed","cher","","A0A0B4KHN1-1"
"Q9VEN1-1","reviewed","cher","","A4V310-1"
"Q9VEN1-1","reviewed","cher","","B7Z0L2-1"
"Q9VEN1-1","reviewed","cher","","Q7KSF4-1"
"Q9VEN0-1","unreviewed","Dmel\CG17477","","Q9VEN0-1"
"Q9VEN3-1","unreviewed","GckIII","","Q9VEN3-1"
"Q9VEN2-1","unreviewed","cal1","","Q9VEN2-1"
"Q8T017-1","unreviewed","Dhit","","A0A0B4LFL6-1"
"Q8T017-1","unreviewed","Dhit","","Q8T017-1"
"X2JFV5-1","unreviewed","Dmel\CG45487","","X2JFV5-1"
"Q9VXM0-1","unreviewed","Lrp4","","B5X533-1"
"Q9VXM0-1","unreviewed","Lrp4","","Q9VXM0-1"
"M9PE32-1","unreviewed","Fife","","M9PDV6-1"
"M9PE32-1","unreviewed","Fife","","M9PE32-1"
"M9PE32-1","unreviewed","Fife","","Q9VZY3-1"
"Q9VXM5-1","unreviewed","tay","","X2JC54-1"
"Q9VXM5-1","unreviewed","tay","","Q9VXM5-1"
"Q9VXM4-1","unreviewed","MSBP","","Q9VXM4-1"
"A0A0B4K7P2-1","unreviewed","noncoding_6564","","A0A0B4K7P2-1"
"A0A0B4K7P3-1","unreviewed","Dmel\CG43124","","A0A0B4K7P3-1"
"Q9V4L4-1","reviewed","kappaB-Ras","Q9V4L4-1","B7YZS7-1"
"Q9V4L4-1","reviewed","kappaB-Ras","Q9V4L4-2",""
"P14773-1","reviewed","Hmgcr","P14773-1",""
"Q8IQJ8-1","unreviewed","NEST:bs34d09","","Q8IQJ8-1"
"Q9VID3-1","unreviewed","crc","","Q9NIR3-1"
"Q9VID3-1","unreviewed","crc","","M9PBF8-1"
"Q9VID3-1","unreviewed","crc","","Q9VID3-1"
"Q9VID1-1","unreviewed","Tsp39D","","Q9VID1-1"
"Q9VID7-1","unreviewed","l(2)k14505","","Q9VID7-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","M9PDK6-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","M9PDX3-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","A2VEG3-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","M9PDD2-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","Q8SZ43-1"
"Q9VID5-1","unreviewed","Dmel\CG8671","","Q9VID5-1"
"Q9VID4-1","unreviewed","Mondo","","Q8INT6-1"
"Q9VID4-1","unreviewed","Mondo","","Q9VID4-1"
"B7YZP6-1","unreviewed","sona","","A0A0B4KFG8-1"
"B7YZP6-1","unreviewed","sona","","A0A0B4KGD6-1"
"B7YZP6-1","unreviewed","sona","","B7YZP6-1"
"B7YZP6-1","unreviewed","sona","","Q2MGN5-1"
"B7YZP6-1","unreviewed","sona","","Q9W1J9-1"
"Q9VID9-1","unreviewed","BEST:LD19244","","Q9VID9-1"
"P49762-1","reviewed","Doa","P49762-1","A0A0B4K6R9-1"
"P49762-1","reviewed","Doa","P49762-2","A0A0B4K7Z3-1"
"P49762-1","reviewed","Doa","P49762-3","A0A0C4DHG9-1"
"P49762-1","reviewed","Doa","","A4V3J9-1"
"P49762-1","reviewed","Doa","","A8JRF7-1"
"P49762-1","reviewed","Doa","","B7Z0R6-1"
"P49762-1","reviewed","Doa","","Q0KI03-1"
"P49762-1","reviewed","Doa","","Q86B72-1"
"P49762-1","reviewed","Doa","","Q86B73-1"
"P49762-1","reviewed","Doa","","Q8IML9-1"
"Q9VFD9-1","unreviewed","dpr9","","Q9VFD9-1"
"Q9VFD5-1","reviewed","","Q9VFD5-1","A0A0B4LI92-1"
"Q9VFD6-1","unreviewed","Dmel\CG6974","","Q9VFD6-1"
"Q9VFD0-1","unreviewed","Dmel\CG3984","","Q9VFD0-1"
"Q9VFD1-1","unreviewed","anon-WO0140519.208","","Q9VFD1-1"
"Q9VFD3-1","unreviewed","Dmel\CG42788","","A0A0B4JDC8-1"
"Q9VFD3-1","unreviewed","Dmel\CG42788","","Q9VFD3-1"
"Q9VYQ0-1","reviewed","moon","Q9VYQ0-1",""
"Q9VYQ3-1","unreviewed","Uch-L5R","","Q9VYQ3-1"
"Q9VYQ5-1","reviewed","Cyp318a1","Q9VYQ5-1",""
"Q9VYQ7-1","reviewed","Cyp311a1","Q9VYQ7-1",""
"Q9VYQ8-1","reviewed","Usp7","Q9VYQ8-1","X2JEX7-1"
"Q9VYQ9-1","unreviewed","Tango4","","Q9VYQ9-1"
"Q6WV20-1","reviewed","Pgant1","Q6WV20-1","A0A0B4LFI4-1"
"B7Z001-1","unreviewed","FASN1","","B7Z001-1"
"B7Z001-1","unreviewed","FASN1","","Q9VQL7-1"
"B7Z002-1","unreviewed","kis","","B7Z002-1"
"B7Z002-1","unreviewed","kis","","M9NCY5-1"
"B7Z002-1","unreviewed","kis","","M9NDB7-1"
"B7Z002-1","unreviewed","kis","","M9NEL3-1"
"B7Z002-1","unreviewed","kis","","Q9VPL6-1"
"B7Z002-1","unreviewed","kis","","Q9VPL9-1"
"M9MS63-1","unreviewed","Dmel\CG42766","","M9MS63-1"
"M9MS63-1","unreviewed","Dmel\CG42766","","M9MSP0-1"
"M9MS64-1","unreviewed","Dmel\CG17732","","M9MS64-1"
"Q9VSZ6-1","reviewed","","Q9VSZ6-1",""
"Q9VSZ5-1","unreviewed","Dmel\CG3552","","Q9VSZ5-1"
"Q9VSZ4-1","unreviewed","Dmel\CG3437","","Q9VSZ4-1"
"Q9VSZ3-1","unreviewed","phol","","Q9VSZ3-1"
"Q9VSZ2-1","unreviewed","Dmel\CG3448","","Q9VSZ2-1"
"Q9VSZ1-1","unreviewed","DmTOM1","","M9PEX2-1"
"Q9VSZ1-1","unreviewed","DmTOM1","","M9PF36-1"
"Q9VSZ1-1","unreviewed","DmTOM1","","Q9VSZ1-1"
"Q9VSZ0-1","unreviewed","Srg3","","Q9VSZ0-1"
"Q4V6K4-1","unreviewed","Dmel\CG15403","","Q4V6K4-1"
"A0A0B4KG69-1","unreviewed","ear","","A0A0B4KG69-1"
"A0A0B4KG69-1","unreviewed","ear","","Q9VF92-1"
"M9PBE1-1","unreviewed","cyst","","M9PBE1-1"
"M9PBE1-1","unreviewed","cyst","","Q9VIV0-1"
"M9PBE2-1","reviewed","Hakai","M9PBE2-1",""
"M9PBE2-1","reviewed","Hakai","M9PBE2-2",""
"M9PBE2-1","reviewed","Hakai","M9PBE2-3",""
"M9PBE2-1","reviewed","Hakai","M9PBE2-4",""
"Q70PY2-1","reviewed","PGRP-SB1","Q70PY2-1",""
"Q08180-1","reviewed","rst","Q08180-1","X2JCF8-1"
"O96690-1","reviewed","Pdf","O96690-1",""
"O96692-1","unreviewed","Rap2l","","A0A0B4LGJ4-1"
"O96692-1","unreviewed","Rap2l","","O96692-1"
"H9XVP2-1","unreviewed","unc-13","","Q9V483-1"
"H9XVP2-1","unreviewed","unc-13","","X2J9E1-1"
"H9XVP2-1","unreviewed","unc-13","","H9XVP2-1"
"H9XVP2-1","unreviewed","unc-13","","L0MPR2-1"
"H9XVP2-1","unreviewed","unc-13","","Q8IM86-1"
"H9XVP2-1","unreviewed","unc-13","","Q8IM87-1"
"P32865-1","reviewed","Gprk1","P32865-1","E1JGX2-1"
"P32866-1","reviewed","Gprk2","P32866-1","A0A0B4KI69-1"
"X2J6K6-1","unreviewed","rdo","","Q9VJA9-1"
"X2J6K6-1","unreviewed","rdo","","X2J6K6-1"
"A0A0B4KI67-1","unreviewed","Dmel\CG11317","","Q9VA15-1"
"A0A0B4KI67-1","unreviewed","Dmel\CG11317","","A0A0B4KI67-1"
"Q9VQI4-1","unreviewed","Dmel\CG8813","","Q9VQI4-1"
"Q9XYP7-1","reviewed","Grip84","Q9XYP7-1","E1JJQ3-1"
"Q9XYP7-1","reviewed","Grip84","Q9XYP7-2","E1JJQ4-1"
"Q9XYP7-1","reviewed","Grip84","","Q8IQW7-1"
"Q9XYP7-1","reviewed","Grip84","","X2JG40-1"
"Q9XYP8-1","reviewed","Grip91","Q9XYP8-1",""
"Q7KTA0-1","unreviewed","rk","","Q7KTA0-1"
"Q7KTA1-1","unreviewed","NimB2","","Q7KTA1-1"
"Q7KTA9-1","unreviewed","Gpo3","","M9NF20-1"
"Q7KTA9-1","unreviewed","Gpo3","","Q7KTA9-1"
"Q24020-1","reviewed","fliI","Q24020-1",""
"Q24025-1","reviewed","sog","Q24025-1","M9PH73-1"
"Q8I0D4-1","unreviewed","Dmel\CG9297","","Q9VFR2-1"
"Q8I0D4-1","unreviewed","Dmel\CG9297","","Q8I0D4-1"
"Q9VQ73-1","unreviewed","Dmel\CG12674","","M9PC82-1"
"Q9VQ73-1","unreviewed","Dmel\CG12674","","Q9VQ73-1"
"Q9VQ77-1","unreviewed","11723","","Q9VQ77-1"
"Q9VQ75-1","unreviewed","Dmel\CG4259","","Q9VQ75-1"
"Q9VQ78-1","unreviewed","Tbcd","","Q9VQ78-1"
"Q9VQ79-2","reviewed","AIF","Q9VQ79-1",""
"Q9VQ79-2","reviewed","AIF","Q9VQ79-2",""
"C4NAN9-1","unreviewed","Sfp24Bc","","C4NAN9-1"
"A2VEI2-1","reviewed","MICU1","A2VEI2-1",""
"A2VEI2-1","reviewed","MICU1","A2VEI2-2",""
"A2VEI5-1","unreviewed","Dmel\CG34221","","A2VEI5-1"
"Q0E9B1-1","unreviewed","CR33632","","Q0E9B1-1"
"Q0E9B5-1","unreviewed","Dmc1","","Q0E9B5-1"
"Q0E9B7-1","unreviewed","Drep3","","Q0E9B7-1"
"Q0E9B6-1","reviewed","RpS11","Q0E9B6-1","A1Z8U9-1"
"Q9VX20-1","unreviewed","OdsH","","Q9VX20-1"
"Q9VX24-1","unreviewed","Dmel\CG8173","","Q9VX24-1"
"Q9VX25-1","reviewed","","Q9VX25-1","X2JFX0-1"
"Q9VX29-1","unreviewed","Dmel\CG12990","","Q9VX29-1"
"Q8MSG8-1","reviewed","","Q8MSG8-1","A0A1Z1CGZ3-1"
"Q8MSG8-1","reviewed","","Q8MSG8-2",""
"Q8MSG8-1","reviewed","","Q8MSG8-4",""
"Q9Y0H4-1","reviewed","Su(dx)","Q9Y0H4-1","B7YZY9-1"
"Q9VRE7-1","unreviewed","Dmel\CG15446","","M9NFI6-1"
"Q9VRE7-1","unreviewed","Dmel\CG15446","","Q9VRE7-1"
"Q9VRE7-1","unreviewed","Dmel\CG15446","","X2JCU6-1"
"Q9VRE4-1","unreviewed","CG15447","","M9PHP2-1"
"Q9VRE4-1","unreviewed","CG15447","","Q9VRE4-1"
"Q9VRE4-1","unreviewed","CG15447","","F0JAF4-1"
"Q9VRE2-1","unreviewed","bves","","Q9VRE2-1"
"Q9VRE2-1","unreviewed","bves","","M9PJS1-1"
"Q9VRE2-1","unreviewed","bves","","G7H830-1"
"Q9VRE0-1","unreviewed","Stt3A","","Q9VRE0-1"
"Q9VRE9-1","unreviewed","Dmel\CG1503","","Q9VRE9-1"
"Q9VFY6-1","unreviewed","Dmel\CG8138","","Q9VFY6-1"
"Q9VFY5-1","unreviewed","Dmel\CG8508","","Q9VFY5-1"
"Q9VFY4-1","unreviewed","Dmel\CG14380","","Q9VFY4-1"
"Q9VFY3-1","unreviewed","BcDNA:AT26376","","Q9VFY3-1"
"Q9VFY2-1","unreviewed","Dmel\CG8483","","Q9VFY2-1"
"Q9VFY1-1","unreviewed","Dmel\CG8476","","Q9VFY1-1"
"P08630-1","reviewed","Btk29A","P08630-1","M9PCD8-1"
"P08630-1","reviewed","Btk29A","P08630-2","M9PCX8-1"
"Q0E8T6-1","unreviewed","Dmel\CG34125","","Q0E8T6-1"
"Q0E8T7-1","unreviewed","CG31652","","Q0E8T7-1"
"Q9VSA4-1","reviewed","","Q9VSA4-1","T2GGE0-1"
"Q9VSA5-1","unreviewed","Dmel\CG8492","","Q9VSA5-1"
"Q9VSA3-1","reviewed","Mcad","Q9VSA3-1",""
"Q9VSA9-1","unreviewed","Dmel\CG7409","","Q9VSA9-1"
"A0A0B4KGZ0-1","unreviewed","MBD-like","","A0A0B4KGZ0-1"
"A0A0B4KGZ0-1","unreviewed","MBD-like","","Q9V424-1"
"A0A0B4KGZ0-1","unreviewed","MBD-like","","Q9VHB7-1"
"Q9VM51-1","reviewed","MME1","Q9VM51-1",""
"P24014-1","reviewed","sli","P24014-1","A0A0B4KES0-1"
"P24014-1","reviewed","sli","P24014-2",""
