"uniprotkb_canonical_ac","status","gene_name","reviewed_isoforms","unreviewed_isoforms"
"Q9DAR2-1","unreviewed","Styxl1","","D3YZ02-1"
"Q9DAR2-1","unreviewed","Styxl1","","Q9DAR2-1"
"Q9DAR2-1","unreviewed","Styxl1","","Q9DAG7-1"
"Q9DAR2-1","unreviewed","Styxl1","","J3QK74-1"
"O35874-1","reviewed","Slc1a4","O35874-1","Q5SSP3-1"
"Q9DAR0-1","reviewed","","Q9DAR0-1",""
"Q9DAR7-1","reviewed","Dcps","Q9DAR7-1","Q3TBW9-1"
"Q9DAR7-1","reviewed","Dcps","","D6RFQ0-1"
"Q9DAR6-1","unreviewed","Cypt12","","Q9DAR6-1"
"Q9DAR5-1","unreviewed","1700001F09Rik","","Q9DAR5-1"
"J3QNT6-1","unreviewed","Eif1ad15","","J3QNT6-1"
"Q9D1M7-1","reviewed","Fkbp11","Q9D1M7-1",""
"Q9D1M4-1","reviewed","Eef1e1","Q9D1M4-1",""
"Q8VG73-1","unreviewed","Olfr1240","","Q8VG73-1"
"A2ASJ3-1","unreviewed","Gm13102","","Q3ULC4-1"
"A2ASJ3-1","unreviewed","Gm13102","","A2ASJ3-1"
"A2ASJ3-1","unreviewed","Gm13102","","A2ASJ6-1"
"A2ASJ3-1","unreviewed","Gm13102","","E0CXV0-1"
"A2ASJ3-1","unreviewed","Gm13102","","E0CZ59-1"
"A2ASJ3-1","unreviewed","Gm13102","","Q810Z0-1"
"Q9D6G9-1","reviewed","Cmtm5","Q9D6G9-1","Q45TP8-1"
"Q9D6G9-1","reviewed","Cmtm5","Q9D6G9-2",""
"Q810T2-1","reviewed","Ccnb3","Q810T2-1","A2AEP2-1"
"Q810T2-1","reviewed","Ccnb3","Q810T2-2",""
"P55050-1","reviewed","Fabp2","P55050-1",""
"Q9D6G5-1","reviewed","Tmem138","Q9D6G5-1","A0A494B9K6-1"
"Q9D6G5-1","reviewed","Tmem138","Q9D6G5-2","A0A494BAS5-1"
"P56501-1","reviewed","Ucp3","P56501-1",""
"Q8R1J9-1","reviewed","Tor2a","P0C7W3-1","E9QAU3-1"
"Q8R1J9-1","reviewed","Tor2a","Q8R1J9-1","H3BJF8-1"
"Q8R1J9-1","reviewed","Tor2a","Q8R1J9-2","H3BK73-1"
"Q8R1J9-1","reviewed","Tor2a","","H3BL93-1"
"Q32KI9-1","reviewed","Arsi","Q32KI9-1",""
"P17156-1","reviewed","Hspa2","P17156-1",""
"A0A6I8MX03-1","unreviewed","","","A0A6I8MX03-1"
"A0A6I8MX06-1","unreviewed","Gm10033","","Q8BZK6-1"
"A0A6I8MX06-1","unreviewed","Gm10033","","A0A6I8MX02-1"
"A0A6I8MX06-1","unreviewed","Gm10033","","A0A6I8MX06-1"
"A0A6I8MX06-1","unreviewed","Gm10033","","A0A6I8MX21-1"
"A0A6I8MX06-1","unreviewed","Gm10033","","A0A6I8MX23-1"
"Q9EQW7-1","reviewed","Kif13a","Q9EQW7-1","A0A286YEC5-1"
"Q9EQW7-1","reviewed","Kif13a","","A0A286YDD6-1"
"Q9EQW7-1","reviewed","Kif13a","","A0A286YDX6-1"
"Q9EQW7-1","reviewed","Kif13a","","A0A286YDR8-1"
"Q9EQW7-1","reviewed","Kif13a","","A0A286YCH2-1"
"Q9EQW7-1","reviewed","Kif13a","","F8VQ75-1"
"Q9EQW7-1","reviewed","Kif13a","","A0A571BEU9-1"
"Q9EQW6-1","reviewed","Olig2","Q9EQW6-1",""
"Q9EQW4-1","unreviewed","Cyp3a44","","Q9EQW4-1"
"Q9EQW8-1","reviewed","Ndst4","Q9EQW8-1","D3YWZ6-1"
"Q9EQW8-1","reviewed","Ndst4","","A0A0G2JDL4-1"
"Q9EQW8-1","reviewed","Ndst4","","G3UX70-1"
"Q8R4W6-1","reviewed","Pcolce2","Q8R4W6-1",""
"Q920N1-1","reviewed","Odf3","Q920N1-1","E9QNR9-1"
"Q3V432-1","unreviewed","Gm10188","","Q3V432-1"
"Q8BTS3-1","unreviewed","Gbp9","","Q8BTS3-1"
"Q5SW19-1","reviewed","Cluh","Q5SW19-1","Z4YLI8-1"
"Q5SW19-1","reviewed","Cluh","Q5SW19-2","A0A0R4J140-1"
"Q5SW19-1","reviewed","Cluh","Q5SW19-3",""
"Q8VFX5-1","unreviewed","Olfr1451","","Q8VFX5-1"
"Q8VFX4-1","unreviewed","Olfr1446","","A0A140LHG4-1"
"Q8VFX4-1","unreviewed","Olfr1446","","Q8VFX4-1"
"Q8VFX7-1","unreviewed","Olfr410","","Q8VFX7-1"
"Q8VFX6-1","unreviewed","Olfr401","","Q8VFX6-1"
"Q8VFX1-1","unreviewed","Olfr1448","","Q8VFX1-1"
"Q8VFX0-1","unreviewed","Olfr1453","","Q8VFX0-1"
"Q8VFX3-1","unreviewed","Olfr1447","","A0A140LIZ6-1"
"Q8VFX3-1","unreviewed","Olfr1447","","Q8VFX3-1"
"Q99KH8-1","reviewed","Stk24","Q99KH8-1",""
"Q8VFX8-1","unreviewed","Olfr402","","Q8VFX8-1"
"P43688-1","reviewed","Nkx2-6","P43688-1",""
"Q8BLI4-1","reviewed","Dse","Q8BLI4-1","A0A1L1SSJ9-1"
"Q8BLI4-1","reviewed","Dse","","A0A1L1SUI1-1"
"Q8BLI0-1","reviewed","Adamtsl1","Q8BLI0-1","B7ZCH8-1"
"Q8BLI0-1","reviewed","Adamtsl1","Q8BLI0-2","F6WY46-1"
"Q8BLI0-1","reviewed","Adamtsl1","","E9PWW5-1"
"Q8BLI0-1","reviewed","Adamtsl1","","A0A1D5RMA0-1"
"Q8BLI0-1","reviewed","Adamtsl1","","A9Z1Z6-1"
"P43680-1","reviewed","Sox18","P43680-1",""
"Q9JKN6-1","reviewed","Nova1","Q9JKN6-1","A0A1W2P6S8-1"
"Q9JKN6-1","reviewed","Nova1","","A0A1W2P6P4-1"
"Q924T7-1","reviewed","Rnf31","Q924T7-1","F6XVP7-1"
"Q924T7-1","reviewed","Rnf31","Q924T7-2","A0A2I3BRY4-1"
"P97309-1","reviewed","Mesp1","P97309-1",""
"Q8CI03-1","reviewed","Flywch1","Q8CI03-1","A0A2I3BRX4-1"
"Q8CI03-1","reviewed","Flywch1","Q8CI03-2","A0A2I3BRL2-1"
"Q8CI03-1","reviewed","Flywch1","Q8CI03-3",""
"Q8CI08-1","reviewed","Slain2","Q8CI08-1","A0A0J9YUJ0-1"
"Q8CI08-1","reviewed","Slain2","Q8CI08-2",""
"A0A2R8VHJ9-1","unreviewed","Gm36245","","A0A2R8VHJ9-1"
"Q8BUB4-1","reviewed","Wdfy2","Q8BUB4-1",""
"E9Q8M3-1","unreviewed","Olfr730","","A0A0U1RNX7-1"
"E9Q8M3-1","unreviewed","Olfr730","","E9Q8M3-1"
"Q8BUB6-1","reviewed","Ust","Q8BUB6-1",""
"A6X919-1","reviewed","Dpy19l1","A6X919-1",""
"A6X919-1","reviewed","Dpy19l1","A6X919-2",""
"A6X919-1","reviewed","Dpy19l1","A6X919-3",""
"Q8K4C2-3","reviewed","Il17rc","Q8K4C2-1",""
"Q8K4C2-3","reviewed","Il17rc","Q8K4C2-2",""
"Q8K4C2-3","reviewed","Il17rc","Q8K4C2-3",""
"Q8K4C2-3","reviewed","Il17rc","Q8K4C2-4",""
"Q8K4C2-3","reviewed","Il17rc","Q8K4C2-5",""
"Q8K4C5-1","reviewed","Il17c","Q8K4C5-1","A0A0R4J0P4-1"
"Q8C006-1","reviewed","Trim35","Q8C006-1","F6U6G6-1"
"Q8C006-1","reviewed","Trim35","Q8C006-2","A0A0R4J031-1"
"Q8C008-1","reviewed","Dzank1","Q8C008-1","E9Q4Z6-1"
"P97300-2","reviewed","Nptn","P97300-1",""
"P97300-2","reviewed","Nptn","P97300-2",""
"P97300-2","reviewed","Nptn","P97300-3",""
"P97300-2","reviewed","Nptn","P97300-4",""
"Q01320-1","reviewed","Top2a","Q01320-1",""
"Q3UPV3-1","unreviewed","E130208F15Rik","","Q3UPV3-1"
"Q9QWT9-1","reviewed","Kifc1","Q9QWT9-1","G3UX22-1"
"Q9QWT9-1","reviewed","Kifc1","Q9QWT9-2","G3UXN2-1"
"Q9QWT9-1","reviewed","Kifc1","Q9QWT9-3",""
"Q6P1F6-1","reviewed","Ppp2r2a","Q6P1F6-1","A0A286YDJ9-1"
"Q6P1F6-1","reviewed","Ppp2r2a","","Q9CWU3-1"
"P41245-1","reviewed","Mmp9","P41245-1","A2A5K8-1"
"P41242-1","reviewed","Matk","P41242-1","D6RGA0-1"
"P41242-1","reviewed","Matk","P41242-2","D3YVQ8-1"
"P41242-1","reviewed","Matk","P41242-3","A0A0R4J1N6-1"
"P41242-1","reviewed","Matk","","A0A0R4J1P8-1"
"P41242-1","reviewed","Matk","","D3Z4T5-1"
"P41241-1","reviewed","Csk","P41241-1","A0A1L1STA1-1"
"P41241-1","reviewed","Csk","","A0A1L1SQQ5-1"
"P41241-1","reviewed","Csk","","A0A1L1SR46-1"
"Q76HP3-1","reviewed","Tmem132d","Q76HP3-1","A0A0R4J0I2-1"
"Q7TS72-1","reviewed","Itpkc","Q7TS72-1",""
"Q9D4R2-1","reviewed","Mgat4d","Q9D4R2-1",""
"Q9D4R2-1","reviewed","Mgat4d","Q9D4R2-2",""
"Q3U4G0-1","reviewed","Cdin1","Q3U4G0-1","E9PWV4-1"
"Q3U4G0-1","reviewed","Cdin1","Q3U4G0-2",""
"Q3U4G3-1","reviewed","Xxylt1","Q3U4G3-1",""
"Q8C2E4-1","reviewed","Ptcd1","Q8C2E4-1","E0CXI1-1"
"Q8C2E7-1","reviewed","Washc5","Q8C2E7-1",""
"Q8C2E7-1","reviewed","Washc5","Q8C2E7-2",""
"Q9CQP0-1","reviewed","Mrpl33","Q9CQP0-1","Q8R0E2-1"
"Q9CQP2-1","reviewed","Trappc2","Q9CQP2-1","A2AFP1-1"
"Q9CQP3-1","reviewed","Chchd5","Q9CQP3-1",""
"Q9CQP8-1","reviewed","Catsperz","Q9CQP8-1","A0A494BAH2-1"
"Q9CQP8-1","reviewed","Catsperz","","A0A494BBE0-1"
"Q9CQP8-1","reviewed","Catsperz","","A0A494BBE5-1"
"Q9QXJ1-1","reviewed","Apbb1","Q9QXJ1-1","A0A087WPS7-1"
"Q9QXJ1-1","reviewed","Apbb1","Q9QXJ1-2","A0A087WRP1-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A1B0GR67-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WR62-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WQH0-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WQ58-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WNN4-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A0R4J2C1-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WPF4-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WRY7-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WPI2-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A1B0GT76-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A0R4J2C6-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A087WQC5-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A1B0GRP5-1"
"Q9QXJ1-1","reviewed","Apbb1","","A0A1B0GSI3-1"
"Q45VK7-1","reviewed","Dync2h1","Q45VK7-1","A0A1L1SRI6-1"
"Q45VK7-1","reviewed","Dync2h1","Q45VK7-2","A0A1L1SS48-1"
"Q45VK7-1","reviewed","Dync2h1","Q45VK7-3","F6QLS2-1"
"Q45VK7-1","reviewed","Dync2h1","","D3Z025-1"
"Q9QXJ4-1","reviewed","Arl10","Q9QXJ4-1","D3Z4X7-1"
"Q9QXJ4-1","reviewed","Arl10","","F6ZTU1-1"
"Q7TQA5-1","reviewed","Tas2r39","Q7TQA5-1",""
"P09225-1","reviewed","Lta","P09225-1",""
"O09061-1","reviewed","Psmb1","O09061-1","A0A338P7C0-1"
"O09061-1","reviewed","Psmb1","","A0A338P7F1-1"
"Q91V27-1","reviewed","Mlph","Q91V27-1","D3Z049-1"
"Q91V27-1","reviewed","Mlph","","A0A0R4J075-1"
"Q91V24-1","reviewed","Abca7","Q91V24-1","E9Q6G4-1"
"O70503-1","reviewed","Hsd17b12","O70503-1",""
"O70503-1","reviewed","Hsd17b12","O70503-2",""
"A0A075B5Q8-1","unreviewed","Ighv2-7","","A0A075B5Q8-1"
"A0A075B5Q9-1","unreviewed","Ighv5-15","","A0A075B5Q9-1"
"A0A075B5Q9-1","unreviewed","Ighv5-15","","A0A0A6YWC7-1"
"A0A075B5Q2-1","unreviewed","Ighv5-9","","A0A075B5Q2-1"
"A0A075B5Q3-1","unreviewed","Ighv2-5","","A0A075B5Q3-1"
"A0A075B5Q3-1","unreviewed","Ighv2-5","","A0A0A6YY69-1"
"A0A075B5Q0-1","unreviewed","Ighv5-6","","A0A075B5Q0-1"
"A0A075B5Q6-1","unreviewed","Ighv5-9-1","","A0A075B5Q6-1"
"A0A075B5Q6-1","unreviewed","Ighv5-9-1","","A0A0A6YVS4-1"
"A0A075B5Q7-1","unreviewed","Ighv2-6-8","","A0A075B5Q7-1"
"A0A075B5Q7-1","unreviewed","Ighv2-6-8","","A0A0A6YWY9-1"
"A0A075B5Q4-1","unreviewed","Ighv5-12","","A0A075B5Q4-1"
"A0A075B5Q5-1","unreviewed","Ighv2-9","","A0A075B5Q5-1"
"G3UW71-1","unreviewed","Vmn1r167","","G3UW71-1"
"G3UW78-1","unreviewed","Cyp4f17","","G3UW78-1"
"G3UW78-1","unreviewed","Cyp4f17","","A0A494BA08-1"
"Q9WUC3-1","reviewed","Ly6h","Q9WUC3-1","Q8K356-1"
"P38647-1","reviewed","Hspa9","P38647-1",""
"Q9CPR1-1","reviewed","Rwdd4","Q9CPR1-1","H3BJI4-1"
"Q9CPR1-1","reviewed","Rwdd4","","H3BJN8-1"
"P38644-1","reviewed","","P38644-1",""
"P38643-1","reviewed","","P38643-1",""
"Q9CPR6-1","unreviewed","Krt88","","Q9CPR6-1"
"Q9CPR5-1","reviewed","Mrpl15","Q9CPR5-1","A0A0A6YVP4-1"
"Q9CPR5-1","reviewed","Mrpl15","Q9CPR5-2","F8WHN1-1"
"P38640-1","reviewed","","P38640-1",""
"Q9CPR8-1","reviewed","Nsmce3","Q9CPR8-1",""
"A2A654-1","unreviewed","Bptf","","A2A654-1"
"A2A654-1","unreviewed","Bptf","","A2A655-1"
"A2A654-1","unreviewed","Bptf","","E9Q6A7-1"
"A2A654-1","unreviewed","Bptf","","A2A653-1"
"A2A654-1","unreviewed","Bptf","","A2A652-1"
"A2A654-1","unreviewed","Bptf","","A0A140LHY5-1"
"P38649-1","reviewed","Abo","P38649-1","Z4YLB0-1"
"P30412-1","reviewed","Ppic","P30412-1",""
"P30416-1","reviewed","Fkbp4","P30416-1","F7CAT1-1"
"P30416-1","reviewed","Fkbp4","","F6S2D5-1"
"Q60779-1","reviewed","Gas8","Q60779-1","A0A1D5RM05-1"
"B9EKK6-1","unreviewed","Nxpe3","","B9EKK6-1"
"Q60775-1","reviewed","Elf1","Q60775-1","A0A2I3BPX9-1"
"Q60774-1","reviewed","Tmem45a","Q60774-1","Q8BFU6-1"
"Q60774-1","reviewed","Tmem45a","","A0A338P6Q2-1"
"Q60774-1","reviewed","Tmem45a","","A9C432-1"
"Q60771-1","reviewed","Cldn11","Q60771-1",""
"Q60770-1","reviewed","Stxbp3","Q60770-1","A2AEC9-1"
"Q60770-1","reviewed","Stxbp3","Q60770-2","A0A0G2JEQ3-1"
"Q60770-1","reviewed","Stxbp3","","A0A0G2JEI5-1"
"Q60773-1","reviewed","Cdkn2d","Q60773-1","A0A1L1SRJ2-1"
"Q60773-1","reviewed","Cdkn2d","","A0A1N9MI08-1"
"Q60772-1","reviewed","Cdkn2c","Q60772-1",""
"Q9CX99-1","reviewed","Grap","Q9CX99-1",""
"E9PV48-1","unreviewed","Ifit3b","","E9PV48-1"
"Q80X95-1","reviewed","Rraga","Q80X95-1",""
"E9Q5Z9-1","unreviewed","Gm11239","","E9Q5Z9-1"
"E9Q5Z9-1","unreviewed","Gm11239","","J3QM88-1"
"A2ATW2-1","unreviewed","Olfr1565","","A2ATW2-1"
"O35685-1","reviewed","Nudc","O35685-1",""
"O35684-1","reviewed","Serpini1","O35684-1","E0CYW0-1"
"E9Q5Z6-1","unreviewed","Adh6a","","E9Q4Y1-1"
"E9Q5Z6-1","unreviewed","Adh6a","","E9Q5Z6-1"
"O35681-1","reviewed","Syt3","O35681-1","G3X9Y1-1"
"O35681-1","reviewed","Syt3","","D3Z1B8-1"
"O35681-1","reviewed","Syt3","","D3YYS0-1"
"O35680-1","reviewed","Mrps12","O35680-1","E9PUY1-1"
"O35682-1","reviewed","Myadm","O35682-1","A0A0N4SW94-1"
"Q8BI99-1","reviewed","Znf879","Q8BI99-1","Q147Z4-1"
"Q80X90-1","reviewed","Flnb","Q80X90-1",""
"Q3U319-1","reviewed","Rnf40","Q3U319-1","A0A0U1RPJ4-1"
"Q3U319-1","reviewed","Rnf40","","A0A0X1KG60-1"
"P70217-1","reviewed","Hoxd13","P70217-1",""
"P70210-1","reviewed","Tead3","P70210-1","F6TTJ9-1"
"P70210-1","reviewed","Tead3","","F8VPU0-1"
"P70210-1","reviewed","Tead3","","A0A3F2YNR7-1"
"P70211-1","reviewed","Dcc","P70211-1",""
"P70211-1","reviewed","Dcc","P70211-2",""
"P70211-1","reviewed","Dcc","P70211-3",""
"P70213-1","reviewed","Fv1","P70213-1",""
"Q7TPZ8-1","reviewed","Cpa1","Q7TPZ8-1",""
"P15806-1","reviewed","Tcf3","P15806-2","E9PWE4-1"
"P15806-1","reviewed","Tcf3","P15806-1","E9PWE3-1"
"P15806-1","reviewed","Tcf3","","F6T941-1"
"P15806-1","reviewed","Tcf3","","E9PWE2-1"
"P15806-1","reviewed","Tcf3","","E9PWE5-1"
"P15806-1","reviewed","Tcf3","","E9PVV1-1"
"P15806-1","reviewed","Tcf3","","D3Z037-1"
"P15806-1","reviewed","Tcf3","","A0A0R4J014-1"
"P15806-1","reviewed","Tcf3","","A0A0R4J011-1"
"P15806-1","reviewed","Tcf3","","E9PVV2-1"
"P70218-1","reviewed","Map4k1","P70218-1","Q3UPT4-1"
"P70218-1","reviewed","Map4k1","","A0A140LJF0-1"
"Q9ER38-1","reviewed","Tor3a","Q9ER38-1","A0A087WQB9-1"
"Q9ER38-1","reviewed","Tor3a","","M0QWH2-1"
"Q9ER38-1","reviewed","Tor3a","","A0A087WRX4-1"
"Q9ER39-1","reviewed","Tor1a","Q9ER39-1",""
"Q9ER35-1","reviewed","Fn3k","Q9ER35-1","Q6P264-1"
"Q9ER35-1","reviewed","Fn3k","","Q7TQJ3-1"
"P02525-1","reviewed","Cryba1","P02525-1","Q9QXC6-1"
"C4P6S0-1","reviewed","Nsun4","C4P6S0-1","A0A0A0MQ81-1"
"C4P6S0-1","reviewed","Nsun4","C4P6S0-2",""
"C4P6S0-1","reviewed","Nsun4","Q9CZ57-1",""
"C4P6S0-1","reviewed","Nsun4","Q9CZ57-2",""
"Q3KNI6-1","reviewed","Dnaaf6","Q3KNI6-1",""
"P09602-1","reviewed","Hmgn2","P09602-1","Q5XK38-1"
"P09602-1","reviewed","Hmgn2","","B7ZCQ3-1"
"P09602-1","reviewed","Hmgn2","","A3KGL9-1"
"P09602-1","reviewed","Hmgn2","","F6W687-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-1","F6Y325-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-2","A3KGV9-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-3","A3KGV3-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-4","V9GXZ0-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-5","A3KGV2-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-6","A3KGW0-1"
"A3KGV1-1","reviewed","Odf2","A3KGV1-7",""
"Q9DAI9-1","reviewed","Morn5","Q9DAI9-1",""
"Q9DAI2-1","reviewed","Ift22","Q9DAI2-1","A0A0G2JDJ1-1"
"Q9DAI2-1","reviewed","Ift22","","A0A0G2JF44-1"
"Q9DAI2-1","reviewed","Ift22","","A0A0H2UKB7-1"
"Q11131-1","reviewed","Fut7","Q11131-1","A2AJ24-1"
"Q11131-1","reviewed","Fut7","Q11131-2",""
"Q9DAI6-1","reviewed","Fam135b","Q9DAI6-1","A0A2R8VHM2-1"
"Q11136-1","reviewed","Pepd","Q11136-1","G3UXC5-1"
"Q9DAI4-1","reviewed","Zbtb43","Q9DAI4-1","A2AUS1-1"
"Q9DAI4-1","reviewed","Zbtb43","","A2AUS2-1"
"Q9DAI4-1","reviewed","Zbtb43","","G3X9N4-1"
"Q80UG8-1","reviewed","Ttll4","Q80UG8-1","D3Z402-1"
"Q80UG8-1","reviewed","Ttll4","","D3Z7H1-1"
"Q80UG8-1","reviewed","Ttll4","","D3YY08-1"
"Q8BFW9-1","reviewed","Slc2a12","Q8BFW9-1",""
"Q80UG1-1","reviewed","Fads6","Q80UG1-1",""
"Q80UG1-1","reviewed","Fads6","Q80UG1-2",""
"Q80UG2-1","reviewed","Plxna4","Q80UG2-1",""
"Q80UG5-1","reviewed","Septin9","Q80UG5-1","A2A6U3-1"
"Q80UG5-1","reviewed","Septin9","Q80UG5-2","A2A6U5-1"
"Q80UG5-1","reviewed","Septin9","Q80UG5-3","A8Y5D3-1"
"Q80UG6-1","reviewed","Alkal2","Q80UG6-1",""
"Q05144-1","reviewed","Rac2","Q05144-1","A0A2R8VHH0-1"
"Q05144-1","reviewed","Rac2","","A0A2R8VH29-1"
"Q6NXI6-1","reviewed","Rprd2","Q6NXI6-1","A0A0G2JFN1-1"
"Q6NXI6-1","reviewed","Rprd2","Q6NXI6-2","A0A0G2JFW6-1"
"B1AZ99-1","reviewed","Otud3","B1AZ99-1",""
"D3Z286-1","unreviewed","Tmppe","","D3Z286-1"
"D3Z288-1","unreviewed","Gm14408","","D3Z288-1"
"D3Z288-1","unreviewed","Gm14408","","E9Q6B9-1"
"J3JS27-1","unreviewed","Vmn1r194","","J3JS27-1"
"P08551-1","reviewed","Nefl","P08551-1",""
"P08553-1","reviewed","Nefm","P08553-1","D3YZ35-1"
"P08553-1","reviewed","Nefm","","A0A0R4J036-1"
"P08556-1","reviewed","Nras","P08556-1","A0A0G2JGP4-1"
"P08556-1","reviewed","Nras","","A0A0G2JGM2-1"
"P08556-1","reviewed","Nras","","Q9D091-1"
"P08556-1","reviewed","Nras","","A0A0G2JE25-1"
"P08556-1","reviewed","Nras","","E9PVD5-1"
"Q8VIK2-1","reviewed","Mpv17l2","Q8VIK2-1","A0A1D5RLC2-1"
"P97310-1","reviewed","Mcm2","P97310-1","A0A0N4SVY2-1"
"P97310-1","reviewed","Mcm2","","A0A0N4SW20-1"
"Q80SY4-1","reviewed","Mib1","Q80SY4-1","F6ZBL2-1"
"Q80SY4-1","reviewed","Mib1","","F6YFW9-1"
"Q80SY6-1","reviewed","Adal","Q80SY6-1","Z4YL50-1"
"Q80SY6-1","reviewed","Adal","Q80SY6-2",""
"Q80SY6-1","reviewed","Adal","Q80SY6-3",""
"Q80SY6-1","reviewed","Adal","Q80SY6-4",""
"Q3ULW8-1","reviewed","Parp3","Q3ULW8-1","A0A5H1ZRL5-1"
"Q3ULW8-1","reviewed","Parp3","Q3ULW8-2","A0A5H1ZRL8-1"
"Q3ULW8-1","reviewed","Parp3","","A0A5H1ZRP0-1"
"Q80SY3-1","reviewed","Atp6v0d2","Q80SY3-1","B1AWC2-1"
"Q9JLR1-1","reviewed","Sec61a2","Q9JLR1-1","A0A0A6YVQ7-1"
"Q9JLR1-1","reviewed","Sec61a2","","A2ATT9-1"
"Q9JLR1-1","reviewed","Sec61a2","","Q9CYJ6-1"
"P97311-1","reviewed","Mcm6","P97311-1","Q3ULG5-1"
"Q3V0U0-1","unreviewed","1700057G04Rik","","A0A087WPD9-1"
"Q3V0U0-1","unreviewed","1700057G04Rik","","Q3V0U0-1"
"Q3V0U0-1","unreviewed","1700057G04Rik","","A0A087WRL7-1"
"Q3V0U0-1","unreviewed","1700057G04Rik","","B1B193-1"
"O54942-1","reviewed","Cldn5","O54942-1",""
"Q70IV5-1","reviewed","Synm","Q70IV5-1","A0A140LJ79-1"
"Q70IV5-1","reviewed","Synm","Q70IV5-2","A0A140LHQ9-1"
"Q70IV5-1","reviewed","Synm","Q70IV5-3","A0A140LJ61-1"
"Q02496-1","reviewed","Muc1","Q02496-1","A0A0R4J0H1-1"
"Q3UED7-1","unreviewed","Gm4951","","Q3UED7-1"
"Q62048-1","reviewed","Pea15","Q62048-1","D3Z375-1"
"Q62048-1","reviewed","Pea15","Q62048-2",""
"D3Z420-1","unreviewed","Fam186b","","D3Z420-1"
"D3Z420-1","unreviewed","Fam186b","","A0A2R8VHU0-1"
"D3Z423-1","reviewed","Rnf212b","D3Z423-1","A0A1W2P826-1"
"D3Z423-1","reviewed","Rnf212b","","A0A1W2P7V7-1"
"D3Z423-1","reviewed","Rnf212b","","A0A1W2P7Z7-1"
"D3Z423-1","reviewed","Rnf212b","","A0A1W2P7N9-1"
"D3Z423-1","reviewed","Rnf212b","","A0A1W2P6W2-1"
"Q9EPB5-1","reviewed","Serhl","Q9EPB5-1","Q3U3G8-1"
"Q9EPB5-1","reviewed","Serhl","","E9Q2Z9-1"
"Q9EPB5-1","reviewed","Serhl","","E9Q5R2-1"
"Q9EPB5-1","reviewed","Serhl","","F6TMN2-1"
"Q9EPB5-1","reviewed","Serhl","","E9Q8E7-1"
"Q9EPB4-1","reviewed","Pycard","Q9EPB4-1","A0A0U1RQ20-1"
"Q9EPB7-1","reviewed","Gpr88","Q9EPB7-1","A0A0G2JGJ3-1"
"Q9EPB8-1","reviewed","Vmn1r54","Q9EPB8-1",""
"Q9JMG2-1","reviewed","C1galt1c1","Q9JMG2-1",""
"Q9JMG3-1","reviewed","Tmub1","Q9JMG3-1","E9QN77-1"
"Q9JMG3-1","reviewed","Tmub1","Q9JMG3-2","D3Z5X7-1"
"Q9JMG3-1","reviewed","Tmub1","","D3Z108-1"
"Q9JMG3-1","reviewed","Tmub1","","A0A571BDL1-1"
"Q9JMG1-1","reviewed","Edf1","Q9JMG1-1",""
"Q9JMG7-1","reviewed","Hdgfl3","Q9JMG7-1",""
"Q9JMG7-1","reviewed","Hdgfl3","Q9JMG7-2",""
"Q9JMG4-1","reviewed","Nkain4","Q9JMG4-1","F6X001-1"
"Q9JMG4-1","reviewed","Nkain4","Q9JMG4-2","F7B7M8-1"
"Q9JMG4-1","reviewed","Nkain4","Q9JMG4-3","F6S2R0-1"
"Q9JMG4-1","reviewed","Nkain4","","F6YW57-1"
"A0A2I3BQR4-1","unreviewed","Olfr239","","A0PK55-1"
"A0A2I3BQR4-1","unreviewed","Olfr239","","A0A2I3BQR4-1"
"Q91WW5-1","reviewed","Mrgpra1","Q91WW5-1","G3UW97-1"
"Q91WW4-1","reviewed","Mrgpra2","Q91WW4-1","K4DID7-1"
"Q91WW4-1","reviewed","Mrgpra2","","E9QNZ7-1"
"Q91WW7-1","reviewed","Pnpla3","Q91WW7-1","E9QNZ9-1"
"Q91WW3-1","reviewed","Mrgpra3","Q91WW3-1","H3BKL3-1"
"Q91WW2-1","reviewed","Mrgpra4","Q91WW2-1",""
"E9PZ56-1","unreviewed","Vmn2r98","","E9PZ56-1"
"Q3UFB7-1","reviewed","Ntrk1","Q3UFB7-1",""
"Q3UFB2-1","reviewed","Znhit6","Q3UFB2-1","A0A0G2JE59-1"
"Q3UFB2-1","reviewed","Znhit6","Q3UFB2-2","A0A0G2JG05-1"
